lamb, beta, k, delta, p, c, K
-1.488796686565811711e-02,-4.105073595335356096e+00,2.310034805654818335e+00,2.531812310399093047e+00,8.488020039754103907e-01,6.218083744430897841e-01,4.767840060099503025e+06
-1.488796686565811711e-02,-4.105073595335356096e+00,2.310034805654818335e+00,2.531812310399093047e+00,8.488020039754103907e-01,6.218083744430897841e-01,4.767840060099503025e+06
-1.488796686565811711e-02,-4.105073595335356096e+00,2.310034805654818335e+00,2.531812310399093047e+00,8.488020039754103907e-01,6.218083744430897841e-01,4.767840060099503025e+06
-1.488796686565811711e-02,-4.105073595335356096e+00,2.310034805654818335e+00,2.531812310399093047e+00,8.488020039754103907e-01,6.218083744430897841e-01,4.767840060099503025e+06
-1.488796686565811711e-02,-4.105073595335356096e+00,2.310034805654818335e+00,2.531812310399093047e+00,8.488020039754103907e-01,6.218083744430897841e-01,4.767840060099503025e+06
-1.488796686565811711e-02,-4.105073595335356096e+00,2.310034805654818335e+00,2.531812310399093047e+00,8.488020039754103907e-01,6.218083744430897841e-01,4.767840060099503025e+06
-1.488796686565811711e-02,-4.105073595335356096e+00,2.310034805654818335e+00,2.531812310399093047e+00,8.488020039754103907e-01,6.218083744430897841e-01,4.767840060099503025e+06
-1.488796686565811711e-02,-4.105073595335356096e+00,2.310034805654818335e+00,2.531812310399093047e+00,8.488020039754103907e-01,6.218083744430897841e-01,4.767840060099503025e+06
-1.488796686565811711e-02,-4.105073595335356096e+00,2.310034805654818335e+00,2.531812310399093047e+00,8.488020039754103907e-01,6.218083744430897841e-01,4.767840060099503025e+06
-1.488796686565811711e-02,-4.105073595335356096e+00,2.310034805654818335e+00,2.531812310399093047e+00,8.488020039754103907e-01,6.218083744430897841e-01,4.767840060099503025e+06
-1.488796686565811711e-02,-4.105073595335356096e+00,2.310034805654818335e+00,2.531812310399093047e+00,8.488020039754103907e-01,6.218083744430897841e-01,4.767840060099503025e+06
-1.488796686565811711e-02,-4.105073595335356096e+00,2.310034805654818335e+00,2.531812310399093047e+00,8.488020039754103907e-01,6.218083744430897841e-01,4.767840060099503025e+06
-1.488796686565811711e-02,-4.105073595335356096e+00,2.310034805654818335e+00,2.531812310399093047e+00,8.488020039754103907e-01,6.218083744430897841e-01,4.767840060099503025e+06
-2.659420959633170822e-01,-4.223062857326960184e+00,2.045260089108396961e+00,2.452588214981245240e+00,7.908460754856020403e-01,4.886586091716336733e-01,4.767840060099503025e+06
-2.659420959633170822e-01,-4.223062857326960184e+00,2.045260089108396961e+00,2.452588214981245240e+00,7.908460754856020403e-01,4.886586091716336733e-01,4.767840060099503025e+06
-2.659420959633170822e-01,-4.223062857326960184e+00,2.045260089108396961e+00,2.452588214981245240e+00,7.908460754856020403e-01,4.886586091716336733e-01,4.767840060099503025e+06
-2.659420959633170822e-01,-4.223062857326960184e+00,2.045260089108396961e+00,2.452588214981245240e+00,7.908460754856020403e-01,4.886586091716336733e-01,4.767840060099503025e+06
-2.659420959633170822e-01,-4.223062857326960184e+00,2.045260089108396961e+00,2.452588214981245240e+00,7.908460754856020403e-01,4.886586091716336733e-01,4.767840060099503025e+06
-2.659420959633170822e-01,-4.223062857326960184e+00,2.045260089108396961e+00,2.452588214981245240e+00,7.908460754856020403e-01,4.886586091716336733e-01,4.767840060099503025e+06
-3.978002808502821841e-01,-4.187159419712111585e+00,1.820646750564057559e+00,2.432214947599649957e+00,6.800054078009496461e-01,3.989804700232434942e-01,4.767840060099503025e+06
-3.978002808502821841e-01,-4.187159419712111585e+00,1.820646750564057559e+00,2.432214947599649957e+00,6.800054078009496461e-01,3.989804700232434942e-01,4.767840060099503025e+06
-3.978002808502821841e-01,-4.187159419712111585e+00,1.820646750564057559e+00,2.432214947599649957e+00,6.800054078009496461e-01,3.989804700232434942e-01,4.767840060099503025e+06
