lamb, beta, k, delta, p, c, K
-2.819065216863885226e+00,-4.259421216341952032e+00,1.313442665756824557e+00,2.582610315707327686e+00,2.442300131138918640e-01,-1.736442723305083646e+00,5.972735535321577452e+06
-2.819065216863885226e+00,-4.259421216341952032e+00,1.313442665756824557e+00,2.582610315707327686e+00,2.442300131138918640e-01,-1.736442723305083646e+00,5.972735535321577452e+06
-2.851734940778774874e+00,-4.256425015206800389e+00,1.326443980607580730e+00,2.590135852202351430e+00,2.413106723672399090e-01,-1.755543765903597730e+00,5.972735535321577452e+06
-2.931552254656613066e+00,-4.255448376454364912e+00,1.353130209889999991e+00,2.599582094429039092e+00,2.344300964114574559e-01,-1.801366726192911827e+00,5.972735535321577452e+06
-2.903967424730395486e+00,-4.193029536614382380e+00,1.298531050198160397e+00,2.597662899437112927e+00,1.908850093756334632e-01,-1.795581272079010970e+00,5.972735535321577452e+06
-2.409914012513232784e+00,-4.467944770932236409e+00,1.658252764699815973e+00,2.202047519069509907e+00,1.639190140026979270e-01,-1.274861509970085294e+00,5.972735535321577452e+06
-1.968118226231923895e+00,-4.331564723464834898e+00,1.396795624803276015e+00,1.790795684506934826e+00,-3.180213852603228641e-01,-9.765775594442801522e-01,5.972735535321577452e+06
-1.570896342442602345e+00,-4.186401891418309873e+00,1.272796300522877955e+00,2.110299272495527401e+00,-2.226626964576191581e-01,-1.167463382005490935e+00,5.972735535321577452e+06
-1.468864244202197966e+00,-4.111926487272020481e+00,1.140780852798366274e+00,2.331880101585491527e+00,-6.573740276792924830e-02,-1.191286545076698733e+00,5.972735535321577452e+06
-1.364812515819447958e+00,-4.013092905038337932e+00,1.071075484858400539e+00,2.420866435775979042e+00,-7.176662503756070510e-02,-1.250125126120230856e+00,5.972735535321577452e+06
-1.927648993893169127e+00,-4.074423987154989213e+00,1.220730068940789392e+00,2.576579181396057017e+00,9.198595000154624612e-02,-1.604294985727697354e+00,5.972735535321577452e+06
-1.069961098990557025e+00,-4.030178108634216549e+00,1.664586911302317951e+00,2.218948333670317297e+00,-2.560796500780181395e-01,-1.692293577704491847e+00,5.972735535321577452e+06
-5.155795404544989413e-01,-5.368884490261437215e+00,1.712531894630636042e+00,1.500599641888591629e+00,4.231335772446331855e-01,-1.824870854051025670e+00,5.972735535321577452e+06
4.581840355559151368e-01,-5.152338414949379164e+00,1.133611069893143863e+00,1.847484519562200278e+00,4.211481727664828645e-01,-2.379919806401694427e+00,5.972735535321577452e+06
6.492760276420115328e-01,-4.743053005481853823e+00,1.644374462584835772e+00,1.754137164335914933e+00,-2.289865748110037069e-02,-1.800079350849452808e+00,5.972735535321577452e+06
6.468476124773188118e-01,-4.754578346309360271e+00,1.649554112140456219e+00,1.738179099915342141e+00,-3.173608895993640377e-02,-1.822787769942752156e+00,5.972735535321577452e+06
-1.470265244256396819e-01,-4.801451106169579042e+00,1.882759266164457435e+00,1.725357973158532010e+00,5.050654517652813924e-02,-1.369429660051280084e+00,5.972735535321577452e+06
-1.212532125988545761e-01,-4.940482805274448275e+00,2.493324453831187171e+00,1.783682855497273678e+00,1.873095878231927358e-01,-1.694628985072313077e+00,5.972735535321577452e+06
7.166256665603394360e-01,-5.333037225545425919e+00,2.097949070639423930e+00,1.160691911444217128e+00,-2.147280043212762557e-02,-2.201691655273992687e+00,5.972735535321577452e+06
3.911899532831994986e-01,-5.297478574747953139e+00,2.195265875470626238e+00,1.257782994862736370e+00,7.144993609187366701e-02,-1.964786534696869813e+00,5.972735535321577452e+06
7.014910615292049290e-01,-5.099411026855115381e+00,2.307135890927248134e+00,1.280594717426823959e+00,-1.303767685839958279e-01,-2.494927892740537168e+00,5.972735535321577452e+06
3.875611262500502363e-01,-5.075628791583816302e+00,2.477735567390629612e+00,1.342281878349132596e+00,-8.800270870862669792e-02,-2.361874472657927271e+00,5.972735535321577452e+06
4.206854080627414616e-01,-5.010671040573415169e+00,2.541572328773496370e+00,1.444969691313772620e+00,-7.898572181154127347e-02,-2.488078903202993075e+00,5.972735535321577452e+06
4.886674997716671798e-01,-4.554737857935993617e+00,2.120109416945103575e+00,1.788714816564143550e+00,8.414232489726169995e-03,-1.521379097994681739e+00,5.972735535321577452e+06
7.753428822485064487e-02,-4.251987136072390427e+00,2.216883975911009941e+00,1.748255680182349003e+00,-2.225228042368764814e-01,-1.135738091685562612e+00,5.972735535321577452e+06
