SSR, lamb, beta, k, delta, p, c, K
1.515081899086766937e+00,1.371025383553746424e-01,2.205449782246497902e-05,2.166936722455316655e+00,2.892619435127428096e+18,3.125751049761363968e+18,8.883689992673784275e+01,8.042642772743751295e+06
1.109184252895812905e+00,1.331151274561483133e-01,1.928752271541781839e-05,1.809789607813095724e+00,2.588627368990657536e+18,3.493528093954595840e+18,7.723825344346604993e+01,5.922084776501408778e+06
1.518292117696836918e+00,1.366965470312335729e-01,2.203390060942950166e-05,2.154551272542773788e+00,2.896859105770499072e+18,3.121176633041779712e+18,8.897126723567137674e+01,8.028450255071611144e+06
7.395103439736957496e-01,1.465292687915371594e-01,3.460183530448465510e-05,3.268936519570810884e+00,3.229336457522399232e+18,2.351610968793549824e+18,9.479105980762287231e+01,3.898708700373375788e+06
8.676072435294891472e-01,1.921713653898087792e-01,1.817980380215840195e-05,1.582805862990230850e+00,2.533023124483851776e+18,3.260748923776528896e+18,7.941377938744034282e+01,1.552668049566298351e+07
1.270955480911081015e+00,1.357792168250572251e-01,2.448664121802252570e-05,2.124688876119598557e+00,2.668448594237273088e+18,2.889411765951595008e+18,8.663978727238080069e+01,5.703052037940036505e+06
1.463050280442129861e+03,7.154262128623512488e+64,8.000610050174923770e-39,0.000000000000000000e+00,0.000000000000000000e+00,1.014710921845701251e-17,6.891418826411021596e+37,1.857314206282839848e+02
5.536652377875079800e-01,1.180791930064003653e-01,2.008987193435413237e-05,1.814126428463645802e+00,2.748531632950481920e+18,3.339492711155232256e+18,8.216563225879357901e+01,7.432427057672723196e+06
1.481959244267841092e+00,1.367041046969624807e-01,2.203318751536402929e-05,2.154309702925692349e+00,2.896880962335173632e+18,3.121153129878785536e+18,8.897108805995252112e+01,8.027604230759500526e+06
1.351055946103680627e+00,1.472107457069436465e-01,4.250644828522297789e-05,1.844013305483102716e+00,3.235049140505738240e+18,2.789447534103324672e+18,1.151087843973856621e+02,6.263380841990863904e+06
1.412998310385268130e+00,1.331914860010842139e-01,2.205091700428996683e-05,2.164741321260943874e+00,2.891505836827384320e+18,3.126955426122858496e+18,8.878740441493251012e+01,8.059389071454245597e+06
1.247316526675697590e+00,1.477638875617429404e-01,2.107144696975013745e-05,1.820897270082119324e+00,2.893102366625883648e+18,3.123067758662503936e+18,8.188528329444686449e+01,1.115944052359269187e+07
1.272603211378651400e+00,1.695414994160523992e-01,4.352456122377531004e-05,1.545824949334666520e+00,4.313525051812557312e+18,1.665934978466315520e+18,5.142216477641485284e+01,9.178381307272186503e+06
1.506557383985635212e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
1.558982465332377609e+00,1.367298666089577508e-01,2.203359433199990219e-05,2.154539356778445214e+00,2.896806924068264960e+18,3.121232841033771520e+18,8.896871979839391997e+01,8.027698357904886827e+06
1.291761313615225726e+00,1.731813596510561049e-01,2.407500644549409071e-05,1.771779681571462595e+00,2.639040200044200960e+18,3.438050072191136256e+18,1.093735888785405024e+02,1.178060205666269548e+07
1.213327690262809622e+00,1.364785145287825130e-01,2.059575044017732383e-05,1.940500450729787385e+00,2.758520881855983616e+18,3.298270177038654464e+18,8.199328410075497686e+01,7.462718485553008504e+06
6.820412487274174484e-01,1.169188812725990845e-01,2.097990152463528879e-05,1.942542888791365829e+00,2.834574596791225856e+18,3.188400312087451648e+18,8.641622000443850027e+01,8.296651142708111554e+06
1.494550830026613042e+00,1.374067457101984524e-01,2.207404960857506959e-05,2.174409742033939885e+00,2.891485463713857024e+18,3.126973960764353536e+18,8.881665232213939021e+01,8.042985638630608097e+06
1.328224681377598637e+00,1.344380183468122658e-01,2.793742157234915658e-05,2.330152019837216759e+00,3.044326807909901824e+18,2.971402160752973312e+18,9.655137880206039824e+01,5.752597144860379398e+06
8.507659256089425970e-01,1.627830554771385052e-01,2.473796078751977530e-05,1.617152646250911818e+00,2.725168296090497536e+18,3.350209355912649216e+18,8.210957003817570410e+01,6.705264563857673667e+06
8.577581856837033225e-01,1.210327623565788241e-01,2.136656726272540468e-05,2.046059256498326206e+00,2.838567860599988736e+18,3.168024376234801664e+18,8.718130985723010440e+01,7.970802330364195630e+06
9.216126082372578798e-01,2.273646947267553842e-01,1.992339036480165305e-05,1.479176164200466825e+00,3.006088546993867776e+18,3.319816557028777984e+18,7.907077520288106598e+01,2.414732190387281030e+07
1.086867210802884509e+00,1.412098052792517267e-01,2.712629545946737536e-05,2.224931532916227805e+00,3.893997579008017920e+18,2.329827576379249664e+18,5.470993668163532675e+01,6.004439415108066984e+06
1.511796806848678454e+00,1.367045545380508598e-01,2.203312847907259631e-05,2.154290547502413666e+00,2.896881447558927360e+18,3.121152595214880256e+18,8.897104645519355870e+01,8.027562029248128645e+06
2.779816427821765683e+04,1.219881155764952177e-04,9.956458755940430604e-26,1.536762748675371483e-04,4.709679874932268432e+29,1.916810710178503767e+07,1.828385235643468438e+14,1.041315943107917440e+17
1.002811190648156492e+00,1.370541358443858881e-01,1.962641593231569047e-05,1.928587620124317059e+00,2.574013285735268864e+18,3.536245962786510336e+18,7.731161532984371831e+01,4.764890357852894813e+06
7.824140148276510498e-01,1.186493771027466587e-01,2.257652180851022478e-05,2.227679652493792073e+00,2.954789995222362624e+18,3.019576190179681280e+18,9.140371018186397123e+01,8.311633397448299453e+06
1.038256483718431378e+00,1.464674915479821649e-01,2.223470582508808483e-05,2.247671303432694057e+00,2.875075251994442240e+18,3.144825844569556480e+18,8.815809976741593346e+01,7.957105492277560756e+06
4.329448883800404957e+01,5.615190005117930205e+00,0.000000000000000000e+00,2.291807820115330396e+05,1.326274783828789750e+15,6.771978202547357745e+21,1.034550944130459699e-01,2.010575974759691581e+07
7.199874578647734724e-01,1.236878409810323182e-01,2.217300922565452781e-05,2.172631007970939443e+00,2.912135157374474240e+18,3.097738199051011584e+18,8.985384326113425857e+01,8.478699740883329883e+06
1.123456891869921259e+00,1.410575674021172232e-01,2.223244641007948849e-05,2.235635234405148886e+00,2.882365677036370432e+18,3.136888747873564160e+18,8.856668442308284739e+01,8.072683486291474663e+06
1.486661260629389192e+00,1.373554366326570630e-01,2.208961512599685946e-05,2.169181727837171891e+00,2.898030578962662912e+18,3.119918667686612992e+18,8.901933960575998128e+01,8.033935682059568353e+06
8.341448798725352720e-01,1.173006374972096200e-01,2.185810749894400793e-05,2.099082093697817619e+00,2.899748054993798656e+18,3.118304426073361408e+18,8.911139048188421441e+01,8.139419685993810184e+06
6.530630283959830695e-01,1.482924112030231112e-01,5.990622835847177251e-05,1.852384156802918458e+00,4.836951919679997952e+18,1.707572662797188608e+18,5.643581593837861021e+01,4.075985153587425593e+06
1.376855089079995320e+00,1.385575282803381547e-01,2.213814908446019091e-05,2.195566335287109094e+00,2.890053875091121664e+18,3.128527486808704512e+18,8.876665468660557679e+01,8.041682852478545159e+06
8.414290256177507921e-01,1.245080839242493492e-01,8.039543366121067939e-05,2.008307713022246865e+00,4.361778254024056832e+18,2.078412803466832384e+18,1.313548952639986567e+02,5.369985173407347873e+06
5.924849289559335830e+02,1.298882997875294931e+00,9.215594845069494662e-08,1.875135812406099056e-01,6.611878702342094193e+20,1.367351949750693800e+16,2.161942585320234866e+04,1.722474462198541267e+06
1.362950981595751454e+00,1.388977297286064783e-01,2.213753573317075521e-05,2.192860893943607614e+00,2.891717335052855296e+18,3.126722665918088192e+18,8.885036301883965848e+01,8.065839722013140097e+06
1.214314400549893591e+00,1.702289021504378164e-01,1.896171194691920778e-05,1.685835232524922622e+00,2.614434490829206528e+18,3.481809717091079168e+18,7.987805325404767132e+01,1.031720074267430976e+07
1.181152460464608644e+00,1.363613361648008393e-01,2.671294579051303002e-05,2.344507313827677297e+00,2.909939284852854272e+18,2.978804988014815744e+18,8.921633107419226860e+01,4.565739417557614855e+06
8.570323760249446421e-01,2.217549239371588432e-01,5.122619523634725148e-05,1.324455635924867147e+00,5.326514075659045888e+18,1.574390629862485760e+18,4.879786980566144905e+01,1.774252736396698281e+07
1.193634639036367844e+02,3.660507990014484863e+12,6.278587464883533669e+26,2.927779121106915662e+32,1.766719240564432844e-11,5.115754596677383170e+47,1.169476395547805127e-28,1.417196109016808438e+14
1.930898942473154239e+04,4.604086308800234179e-15,8.100092287693600102e-15,9.571672243091328710e+03,6.863692167968226580e+30,1.316551037238482619e+06,2.394006175836493000e+15,3.124345910340788574e+11
1.499939307889885942e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
5.576026586368514337e-01,1.190457969434919466e-01,1.982242215993252797e-05,1.785956968928697819e+00,2.714991743197079040e+18,3.312370970301431808e+18,8.154874003795848125e+01,7.777866075317059644e+06
9.487554959854050951e-01,1.224383151520105767e-01,6.966781323626684331e-05,1.802537793619136464e+00,5.046238013627368448e+18,1.657649381089259264e+18,6.611597803530735007e+01,3.832499251054131892e+06
1.046661087784465538e+00,1.481979768124810359e-01,2.134816456496641017e-05,1.656437726228126017e+00,3.150808122440426496e+18,2.884545032095639552e+18,5.788613100258607602e+01,7.422387078603754751e+06
7.235794195882340185e-01,2.287374099856213927e-01,2.371042397545661203e-05,1.558026996679964027e+00,3.802637651611304960e+18,2.376772078039798784e+18,5.320368758080095972e+01,2.421986772398404032e+07
4.317920293777886553e-01,1.036879756454331808e-01,3.952282064273484317e-05,1.940380277670748610e+00,3.720970149392743424e+18,2.455023271065724928e+18,9.532786608221269375e+01,6.327534529246306978e+06
4.083561251954400291e+02,1.377316862672199216e+00,8.954413410294892604e-14,3.343117107071764374e-04,1.502089842015637969e+22,6.257794635404837500e+14,1.269998731352424802e+05,4.314475429025699385e+06
1.070643430370881610e+00,1.534711456956548981e-01,2.593769781210008454e-05,1.868367952755684236e+00,2.850274575911917056e+18,3.203548943988527104e+18,8.793131036555534763e+01,6.445497673028004356e+06
1.466919788121558543e+00,1.367039994182858431e-01,2.203319276763327395e-05,2.154311202884196419e+00,2.896881000627938816e+18,3.121153079861299712e+18,8.897108882282776676e+01,8.027601691403791308e+06
1.020027556935098723e+00,1.432636371654906204e-01,3.023296959085940139e-05,3.242651043674023015e+00,3.284138514952718848e+18,2.752615619435273216e+18,9.826877307531668748e+01,4.168428973238592036e+06
1.337049447038586550e+03,3.861460103090126533e+06,4.172509783298489347e-10,1.312688674271749187e+04,2.469969386554979988e+22,3.660836684449413750e+14,3.733182810873283888e+05,4.710649725495323946e+04
9.644843544573158400e-01,1.234530739220223577e-01,2.173595588406469593e-05,2.091775914745711784e+00,2.880544625038256128e+18,3.137439904700993536e+18,8.724443822089214962e+01,7.980263313921689056e+06
1.493041208316563839e+00,1.372312882005422563e-01,2.203345718824769293e-05,2.173438287973629812e+00,2.884157177651842048e+18,3.134920244844512768e+18,8.859984093418755435e+01,8.101080670928153209e+06
1.031177051510120624e+00,1.488473055733985917e-01,3.821460708230971259e-05,1.752639013487790276e+00,3.598499709795098624e+18,2.511072091467750912e+18,7.372584990829697915e+01,5.290546369346126914e+06
1.522110022579648891e+00,1.367038832361114065e-01,2.203311082961824279e-05,2.154282918527943735e+00,2.896883619943613952e+18,3.121150259074357248e+18,8.897113181390321301e+01,8.027582463836258277e+06
9.338104956161430437e-01,1.691136336198344470e-01,4.834836428397621267e-05,1.519015336158426654e+00,3.292339907282899456e+18,2.746383890413947904e+18,1.069562459088755446e+02,6.800662520585391670e+06
1.415818510662997465e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
1.315170244347716011e+00,1.556989402836833902e-01,2.749494837701402391e-05,1.684807255906700885e+00,4.447559435053615616e+18,2.202623789503313664e+18,4.651433260958857829e+01,1.071930603142342344e+07
1.503535006443290856e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
5.786896586954576316e-01,1.233196993183557910e-01,2.455556965031340200e-05,2.106417533441282242e+00,2.676206233604435456e+18,3.380262943494349824e+18,7.952829741541674480e+01,2.581175298678901512e+06
1.472805959794784458e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
1.490034988793901505e+00,1.364412783637326820e-01,2.203328170853128591e-05,2.155981415774839594e+00,2.895774770045875200e+18,3.122345234305323008e+18,8.893166033263187842e+01,8.019288413924152032e+06
1.202412003180721722e+00,1.433757606427751297e-01,2.216997495414397179e-05,2.224439243504170882e+00,2.877439823521846272e+18,3.142235306421928960e+18,8.823053306185532563e+01,7.942461457902587950e+06
1.000547107527629986e+00,1.262965296788790548e-01,3.308573679981487116e-05,3.339419755279774193e+00,3.518890492174966784e+18,2.563948105483391488e+18,1.100326633788882731e+02,5.866816595817886293e+06
1.565989201757506111e+00,1.367034180918865471e-01,2.203307669137684183e-05,2.154273448345947806e+00,2.896883553352394240e+18,3.121150324290611200e+18,8.897114103758885051e+01,8.027594114996320568e+06
9.788325188719579906e-01,1.101058190835241118e-01,2.542649854227662783e-05,2.318239541437507878e+00,2.891462985073295872e+18,3.013553446889130496e+18,9.071191276065817988e+01,4.202451176079996862e+06
1.262496074596885842e+00,1.941727105059260772e-01,1.960044560414113288e-05,1.697244079269167427e+00,2.738389213596150272e+18,3.301532906314514944e+18,9.039655318086118996e+01,1.948637871252898499e+07
1.527909777105295408e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
5.210719467095024093e-01,1.117085792394458404e-01,2.180959360012824335e-05,2.054192362623454393e+00,2.921591137135227392e+18,3.094805713928646144e+18,9.026150380104564874e+01,8.471108229095874354e+06
6.805257667668123123e-01,1.609895729798147546e-01,7.110092924476781029e-05,1.814586080753623154e+00,3.807053279388988416e+18,2.385292359535268352e+18,1.297016269177750871e+02,5.491905833041903563e+06
1.052787133417786514e+00,1.284775011881399975e-01,2.285751924271991133e-05,2.306916986391053914e+00,2.957987012204225536e+18,3.056678108291962368e+18,9.101205834768690295e+01,7.968564970358375460e+06
1.470864876334083693e+00,1.365301032040920071e-01,2.207496830499163141e-05,2.166603245132299183e+00,2.896870473162498048e+18,3.121163858477464576e+18,8.896154476571972225e+01,8.011934060066302307e+06
9.943621261453995386e-01,1.479911671557635477e-01,2.605868378016876463e-05,2.095706851185030750e+00,2.839002250524332032e+18,3.188757631029866496e+18,8.576907826967645576e+01,4.563606598411601037e+06
1.453022570481532050e+00,1.367044089290335163e-01,2.203318743459954619e-05,2.154310101011941203e+00,2.896880768281312256e+18,3.121153337989721088e+18,8.897106981048612795e+01,8.027593767517862841e+06
1.350535647366007730e+00,1.404797049017320332e-01,2.217749727842341348e-05,2.206588140925956676e+00,2.890525420593708032e+18,3.128019110349298176e+18,8.878892150629492619e+01,8.045236546403430402e+06
1.258999694201932140e+00,1.241358156920183420e-01,2.175715565949366522e-05,2.081004109525108170e+00,2.892246657784161792e+18,3.126160633803740672e+18,8.857975129410435500e+01,7.986494509681931697e+06
1.513081395997205369e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
1.104086105812176255e+00,1.295863764187910327e-01,2.332663282474623523e-05,2.242015855837034444e+00,3.092523139321654784e+18,2.922939660990383104e+18,7.597164790655470767e+01,5.972206552907182835e+06
8.144843095070366523e-01,1.295525500147540754e-01,2.226449622180573054e-05,2.364544803674734741e+00,2.808752708370423296e+18,3.219860397465592832e+18,8.241650847684839221e+01,4.541284571396331303e+06
6.186590027957279414e-01,2.090849408050414193e-01,3.660738279032685815e-05,1.287778648305300200e+00,3.536506481690241536e+18,3.307304683619732992e+18,9.766456643264197623e+01,1.352923206284310110e+07
2.674655220386387100e+01,1.498804477478352684e+23,3.109289571084383454e-55,1.340198049618692411e-21,6.287017296411354099e+64,1.531634964705564367e-28,9.603957976041271190e+47,4.257722836448558302e-12
1.340457876828782258e+00,1.417737943993187533e-01,2.911931707533196685e-05,2.097107318682680077e+00,3.199313434143715328e+18,2.830384080389885440e+18,9.343386119465802153e+01,8.082393043683459982e+06
7.348105129654389778e-01,1.033213069091316189e-01,2.418461441579011737e-05,2.600418038642728025e+00,3.032172158114921984e+18,2.983898466900295168e+18,9.633077995053884024e+01,5.535430151100054383e+06
7.202267205925061422e-01,1.386277051495067025e-01,2.222152890613608454e-05,2.240146586439510923e+00,2.877340128674396672e+18,3.142351050097637888e+18,8.837367535959104714e+01,8.129702944654835388e+06
5.294470552629854865e+03,2.765015086802367554e+11,9.221703143035223245e-07,1.001535128756362500e+15,4.999044732532951793e+28,1.808046773989085853e+08,8.702598304608610352e+12,5.231948416175233433e+04
1.038166682797257989e+00,1.312542035479642155e-01,2.149897164316745763e-05,2.102615318166281888e+00,2.826277548610314752e+18,3.139062626097888256e+18,8.864266744564449141e+01,8.930263402108732611e+06
1.504818715531374584e+00,1.367034225366164091e-01,2.203324261392942523e-05,2.154325568688830295e+00,2.896878161165395968e+18,3.121156136001443328e+18,8.897105619666974974e+01,8.027647553396925330e+06
9.726365355676405144e-01,1.722638858889942726e-01,2.522941126964256038e-05,1.672796242853554771e+00,2.779100714559284736e+18,3.253197807246774272e+18,8.580265426537602025e+01,8.308474703187913634e+06
6.713072782609663669e-01,1.339589766597356624e-01,2.480425410801410206e-05,1.586883042971805935e+00,3.967711483800273920e+18,2.257049161561734400e+18,3.908122381979284654e+01,6.007978792828171514e+06
1.305659573200011803e+00,1.492513096971477826e-01,2.039502911964783858e-05,1.924467093190451950e+00,2.729602945545036288e+18,3.312409759889819136e+18,8.232773703067471160e+01,8.215504602002132684e+06
5.175358576518395148e-01,1.528253722588932273e-01,5.245956472343769075e-05,2.093727136360899799e+00,3.295251508002299904e+18,2.498874568073670656e+18,9.513317203003872180e+01,2.561894207782108802e+06
8.907207286370779631e-01,1.754212254034030471e-01,2.207810645807728236e-05,1.566463722838436157e+00,2.780866238593954304e+18,3.296071008823215616e+18,8.908973150833195120e+01,1.518390893191047944e+07
1.489949352216532796e+00,1.370870327290404089e-01,2.204375587258897566e-05,2.158290877575674838e+00,2.896283633249679360e+18,3.121796211530415616e+18,8.895207398949663968e+01,8.028415640546075068e+06
4.521098826765081458e-01,1.988264510708836474e-01,2.415416162700824136e-05,1.477036471986429511e+00,4.015695346257587200e+18,2.013221779473015552e+18,4.422157151158245370e+01,2.387406719253185391e+07
1.210111703411829831e+00,1.706281421011112964e-01,1.890409699534072174e-05,1.794266249931608437e+00,2.122835173001596160e+18,4.537481751718584320e+18,1.330811324732219703e+02,1.074228441817327403e+07
1.196163684236543290e+00,1.938342356694026380e-01,1.834105477928200099e-05,1.682099040887785835e+00,7.933038186548084800e+16,4.274729778802873600e+17,3.347011179756364072e+02,1.502924298015322536e+07
6.672222513179031367e-01,1.344499448434487432e-01,2.651746124237678865e-05,1.669503543604788920e+00,2.921821547090329600e+18,3.087581634055976960e+18,8.834129796531370005e+01,8.191846721560131758e+06
7.104090867934493847e-01,1.444800348709785742e-01,8.541621616112701277e-05,1.499364840506966390e+00,4.841928598032238592e+18,1.998825181639579904e+18,8.165830286116755587e+01,3.588933363315008115e+06
1.486450854928375032e+00,1.367032983091991671e-01,2.203312374679985275e-05,2.154287444068588186e+00,2.896883476597381632e+18,3.121150412091139584e+18,8.897113317786137543e+01,8.027540201169390231e+06
1.491473451406197359e+00,1.367040977487489484e-01,2.203320247233780255e-05,2.154311365264945710e+00,2.896879259706978816e+18,3.121154954761327616e+18,8.897103795053426722e+01,8.027608070928139612e+06
8.135593175071730299e-01,1.758986299332002678e-01,3.961355494977448333e-05,1.610357707497618529e+00,3.203268848274350592e+18,2.822758821017085952e+18,9.987442269100122871e+01,8.221608738009052351e+06
1.245572043092244563e+00,1.495836547441309339e-01,2.058397652510315004e-05,1.974877794633614903e+00,2.732044128707290112e+18,3.309419150726722560e+18,8.283232642407536161e+01,7.987507212850636803e+06
1.001602521730358353e+00,1.738841096272161768e-01,5.768464182330591329e-05,1.672351697119958347e+00,3.585832287511347712e+18,2.529306084999206912e+18,1.308093641932089213e+02,9.320885147394234315e+06
6.097306781379887575e-01,1.565411020454186564e-01,1.805229729581355987e-05,1.560575968673310943e+00,2.524148634290612736e+18,3.582000263022501376e+18,7.588024428293742574e+01,9.418425987233953550e+06
1.389458789349978574e+00,1.407263775717157994e-01,2.217362352680525705e-05,2.206937638037578697e+00,2.885995735671530496e+18,3.132925131317383680e+18,8.870186263891994827e+01,8.131926650586551987e+06
1.325313118708084881e+00,1.519390301662717491e-01,4.644437313780599741e-05,1.879284741278709037e+00,2.355597946580083200e+18,3.837458336703482880e+18,2.411082886945204962e+02,6.669794796618842520e+06
1.224871634126873943e+00,1.516829831554759311e-01,2.800046703350072267e-05,2.033422302316908681e+00,3.073539943324105728e+18,2.910256894925750272e+18,9.734826893348862598e+01,9.561430483582492918e+06
1.485840705516341040e+04,4.681756467285892266e+24,1.232448175386622565e-41,2.718133769086797380e-02,0.000000000000000000e+00,8.951826781553555047e+05,2.182403734043576172e+12,4.996102389844810963e+07
6.279932691894952734e-01,1.341080137178479459e-01,3.103392264240681050e-05,2.003420924189639241e+00,4.865589206801095680e+18,1.400966377216206336e+18,3.888748258915997269e+01,1.515130692050665244e+07
1.125160580703543189e+00,1.420223204216700397e-01,2.219543667984036922e-05,2.210867557834817809e+00,2.891230372723304960e+18,3.127223323459708928e+18,8.878351670022077258e+01,8.018569573133690283e+06
9.200517398339054242e-01,1.154551992101629371e-01,2.215498005231028735e-05,2.141297821873871410e+00,2.929788463745149952e+18,3.089251445451759104e+18,8.829035485356406809e+01,7.495724558242565021e+06
6.008273313810734706e-01,1.236463828814114430e-01,2.649727637778590569e-05,2.261489598133132883e+00,3.728732266685440512e+18,2.424686772643934208e+18,6.048257161120616843e+01,6.079264551298706792e+06
8.698007980701830677e-01,1.375001529090370267e-01,3.684869681331111633e-05,3.384778092071138111e+00,3.676400517246044672e+18,2.443690694578155520e+18,9.964579231232336554e+01,4.268254813437558711e+06
1.484256911788369937e+00,1.367046392734213023e-01,2.203319501222824947e-05,2.154308242113723182e+00,2.896878064721698816e+18,3.121156242743718400e+18,8.897097368257784922e+01,8.027587840312462300e+06
1.476168308831534937e+00,1.367041040565524501e-01,2.203318612744117159e-05,2.154309746265913539e+00,2.896880668156040704e+18,3.121153438033817088e+18,8.897107117001100107e+01,8.027599664006153122e+06
9.460755584693174569e-01,1.830397482214725646e-01,2.574399201802590224e-05,1.517943860269878709e+00,2.842602177595661312e+18,3.177514118965701632e+18,9.148265290202510869e+01,1.308091215642266534e+07
1.302774790621955781e+00,1.581747098210246893e-01,2.045045214025884283e-05,1.930748237371132214e+00,2.731543845304143872e+18,3.310198129778028544e+18,8.346993208964396160e+01,8.756355221461679786e+06
3.041648464923837736e+01,1.386294239979274175e-13,0.000000000000000000e+00,1.813091682598715591e+10,5.435427983570041406e+13,1.653943064281393136e+23,2.632131048034830247e-03,2.631607261538830948e+10
1.234285329132545739e+00,1.256769890803914047e-01,2.194476874459434063e-05,2.124497436231387759e+00,2.899591364014563328e+18,3.118821092289838592e+18,8.917508287610935724e+01,8.151702545218531974e+06
6.169940857303064519e-01,1.380899824362811779e-01,2.088624734623903401e-05,1.707092589632476010e+00,3.003320501448855040e+18,3.029119029173232640e+18,6.528512304401122890e+01,8.133468161676506512e+06
9.272499042445230266e-01,1.477295455224868492e-01,2.234698083420832968e-05,2.266100096101420380e+00,2.885075555418878464e+18,3.133929524858635776e+18,8.861954502113623278e+01,8.035099513326831162e+06
1.202832527132445151e+00,1.639674922062783480e-01,1.855056531202275920e-05,1.680186523893249628e+00,2.534113098398826496e+18,3.567727999755806208e+18,8.863897648564316967e+01,1.213609431089575402e+07
1.505779992608937912e+00,1.367041167883396302e-01,2.203317650130258770e-05,2.154306620585692666e+00,2.896880907648943104e+18,3.121153179620599296e+18,8.897108101819486592e+01,8.027600102726452053e+06
1.221267390324395574e+00,1.351616548396641082e-01,6.386692063759933280e-05,1.912270573928581241e+00,5.381248923362562048e+18,1.582483724692406016e+18,6.033203015555023541e+01,5.181458819223762490e+06
1.269607412389092138e+00,1.542113618788449325e-01,1.925698250523696507e-05,1.828330833205135120e+00,2.569334035460740608e+18,3.343476870228635648e+18,8.022976721644285192e+01,8.069249007839954458e+06
1.326089418678096266e+00,1.395305130510226532e-01,2.022344756068479135e-05,1.940907569143868860e+00,2.683790507008364032e+18,3.368796768529764352e+18,8.081598924999867961e+01,6.455009513598752208e+06
1.493116657538862357e+00,1.367079757470916201e-01,2.203328810916482201e-05,2.154351273831804470e+00,2.896871748374889984e+18,3.121163044498870784e+18,8.897075079283342802e+01,8.027579676649569534e+06
1.453869595570192352e+00,1.407227995964357437e-01,2.204565487047336318e-05,2.186274411984948429e+00,2.878066491086002688e+18,3.141555485541508096e+18,8.828495026846006510e+01,8.014253008177653886e+06
1.533743227663877606e+00,1.358867500294329567e-01,2.201903014488594022e-05,2.154721664149392701e+00,2.893812322366976512e+18,3.124462394154633216e+18,8.889173666173275024e+01,8.062940126061495394e+06
1.491782321816746748e+00,1.367044853725100373e-01,2.203320567265272068e-05,2.154311898416110260e+00,2.896877469012648960e+18,3.121156884277722624e+18,8.897096580015215750e+01,8.027596600159198977e+06
1.170419961016847088e+00,1.191126068259403814e-01,2.769951204435907563e-05,2.147477342310302628e+00,3.020990927392538624e+18,3.037028378583332352e+18,9.068076938257931374e+01,4.421967913588043302e+06
9.713683058061824971e-01,1.913416688427866663e-01,1.886041530495353243e-05,1.546938818094876877e+00,2.135697442313321472e+18,3.662619499923089408e+18,1.011503615033799974e+02,1.336510342106692493e+07
1.124383355616270119e+00,1.331006886129761368e-01,3.188024323933926716e-05,3.114388279576577823e+00,1.385015342468105216e+18,1.988389247513090304e+18,1.933302242793207881e+02,5.623737441163947806e+06
1.383966474990036666e+00,1.306985741156296565e-01,2.200102766588148581e-05,2.152301183425672448e+00,2.891618587310703104e+18,3.126549242361349632e+18,8.864128423319675676e+01,7.896027993331465870e+06
4.401147850954511682e+02,6.042449504438885538e-02,9.730196433070333653e-08,2.308367297491011050e-02,4.973532771476290273e+20,1.818132260219987200e+16,1.658574009485673741e+04,2.253292942300339229e+06
1.522054024584838405e+00,1.366981854274716135e-01,2.203283904260489349e-05,2.154243483904595191e+00,2.896856886983379456e+18,3.121148301370264576e+18,8.897125155865757051e+01,8.027611174195320345e+06
1.059507903340530799e+00,1.359370187415477604e-01,2.677652779362546068e-05,1.718140871281365945e+00,4.148996443711748608e+18,2.127834980339901184e+18,4.616330186251552448e+01,8.626093896038122475e+06
1.097998897914604033e+00,1.348559164327406412e-01,3.413211490663945841e-05,2.739924557713297570e+00,3.718551189891813888e+18,2.768790644300256768e+18,1.038219667989353638e+02,6.338581815772074275e+06
8.987235282018641858e-01,1.374329013161908475e-01,2.199173061253676515e-05,2.200785950795893342e+00,2.857595953999753216e+18,3.163932498914870784e+18,8.711266758576273617e+01,7.745801664467712864e+06
7.077020274735669192e-01,1.224669305947087422e-01,2.773891487229148800e-05,1.809144876386891365e+00,4.263289560000742912e+18,1.496062997602283264e+18,3.343484233597917665e+01,8.079169552493423223e+06
1.506247432970589717e+00,1.333379430955102529e-01,2.168895724792406786e-05,2.087931232745338317e+00,2.873879491362227712e+18,3.146131416055772672e+18,8.816388120123056638e+01,8.174582241106397472e+06
