SSR, lamb, beta, k, delta, p, c, K
3.319016549006282730e+03,3.633118562442703758e-13,1.675484496990043957e-13,0.000000000000000000e+00,0.000000000000000000e+00,6.801526892387878418e+11,3.148194823154684305e+08,5.589697468551887027e+01
9.281816759639162084e-01,1.372425985704286144e-01,2.207885370803666452e-05,2.210114076432184049e+00,2.868970777737380352e+18,3.153696233377252864e+18,8.802614435063031806e+01,7.991095700014585629e+06
9.275489785901417372e-01,2.141690303793395977e-01,2.308884155851634461e-05,1.635070073040735261e+00,3.466703902484422656e+18,2.244624483203862528e+18,5.740304301560442468e+01,2.538822355879374221e+07
1.485876320549633700e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
5.593824216935125833e+02,7.988366589713356003e-01,9.801053345197077532e-08,2.187839816141733951e-01,7.471970281837414318e+20,1.209880661965226400e+16,2.636054873573271834e+04,3.251042378380691167e+06
1.350144610889619234e-01,2.386684713303998673e-01,2.029082735528488937e-05,1.323297806961677425e+00,3.266233549839868928e+18,3.079433991221709824e+18,5.711218564052740732e+01,1.866377358491763100e+07
1.467165993477081098e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
1.266826593351173313e+00,1.579057782156077783e-01,5.833480158759838898e-05,1.687389434141286948e+00,5.638722803375336448e+18,1.584085370669849344e+18,5.526680677234354988e+01,9.224052534439748153e+06
1.369685711622886215e+00,1.322515291206747545e-01,2.202931396384717787e-05,2.161619441676751574e+00,2.891215966576102912e+18,3.127270118059475456e+18,8.881262826739801142e+01,8.024397608500950970e+06
7.701778429763472822e-01,1.473565358465040998e-01,2.793436119126467925e-05,3.162216852315110849e+00,3.021548454322446848e+18,2.776021394288672768e+18,9.426081585981209798e+01,4.059155047297915909e+06
8.572130747866915090e-01,1.589774979268360755e-01,1.852880249127721884e-05,1.652223271957472761e+00,2.549397576504146432e+18,3.529089012285210112e+18,7.577537573010116034e+01,8.763270592177132145e+06
1.543446522928854314e+00,1.367044432385066122e-01,2.203316193684215426e-05,2.154302362160132045e+00,2.896880230150679552e+18,3.121153909714928640e+18,8.897104271885227433e+01,8.027591138617027551e+06
1.475013761729935924e+00,1.367079639598212104e-01,2.203326117783461260e-05,2.154339322391009226e+00,2.896875283567431680e+18,3.121159235162350592e+18,8.897086026413619209e+01,8.027563422888418660e+06
1.465825884631683396e+00,1.367032102674725913e-01,2.203319239301420649e-05,2.154301433412539435e+00,2.896879705080332800e+18,3.121154476779689984e+18,8.897105292818432076e+01,8.027606985192050226e+06
5.612143397176542976e+02,2.523610821228809087e+01,1.218123559625957399e-07,2.017418532409964160e-01,3.360115831217615667e+20,2.690486931164657600e+16,9.355055268052830797e+03,7.183651137364992173e+05
7.715964395112258067e-01,1.335161967673735295e-01,4.074721438260809595e-05,1.838219078459783828e+00,4.551717235446958080e+18,1.976980150879752704e+18,4.992736460427994416e+01,4.690989563310107216e+06
1.012923454156285707e+00,1.950499820382581573e-01,2.391805407645261589e-05,1.730244313203496143e+00,3.655978494839060480e+18,2.471017884516222976e+18,6.178730255860958920e+01,2.052859632620684430e+07
1.180352443678172492e+00,1.383603863755190899e-01,2.246719664935570114e-05,2.264105648115977587e+00,2.909669578355602432e+18,3.107413479858460672e+18,8.946337714042844880e+01,7.962547432046324015e+06
9.330871796571376109e-01,1.421220399871283568e-01,2.574935565663143805e-05,1.996646735798687233e+00,2.808252257866746368e+18,3.208053563797012480e+18,8.202625950213733574e+01,4.110590659560097381e+06
8.784560691596635662e-01,1.190630969111967363e-01,2.205965731078928757e-05,2.144654298934837833e+00,2.908627052287034880e+18,3.082490259905597952e+18,8.981435807669065241e+01,8.284360988904173486e+06
3.209003701767908012e+01,8.516702081909667701e+06,4.710668670952009864e-48,1.563317673519636412e-27,2.484119815479755896e+57,3.638668821126350928e-21,1.348630018872105426e+41,6.092681329915640724e-05
6.728729062628568958e-01,1.275448958961906409e-01,2.180717133686243240e-05,2.136953841458545167e+00,2.863726140224834560e+18,3.157539788712040960e+18,8.782215903619059816e+01,8.180508946293812245e+06
2.958446272461687698e+01,6.265585708317314908e+21,6.050241576644267805e-52,6.401033858075997434e-30,1.567064960209918955e+59,5.767660272106055038e-23,1.798229976066266158e+42,5.899369351381166817e-12
8.137851792300578868e-01,1.111942931694808318e-01,2.964803185735799041e-05,2.420453891639657851e+00,4.262895991919014912e+18,2.112143017761290496e+18,5.246018255304343825e+01,4.582202452843664214e+06
1.071477636698167313e+00,1.411205371881537329e-01,2.214912102223026978e-05,2.226265980151030721e+00,2.870943204334709760e+18,3.149399503993854464e+18,8.808865841777993921e+01,8.005621150907555595e+06
4.547837659503124428e+02,4.608965327517287602e-01,1.050975572450291089e-07,3.569381367721361636e-02,4.963571133369443287e+20,1.821798632591459600e+16,1.514289646664652173e+04,6.418206820568883559e+05
1.413532168664498601e+00,1.356690644000755619e-01,2.144819932278323928e-05,2.089082228879448166e+00,2.825362258434651648e+18,3.199818380333988864e+18,8.606059663704876073e+01,7.530621928399317898e+06
1.500718300907427638e+00,1.367031907145488667e-01,2.203314899997557653e-05,2.154294914121657190e+00,2.896883326985924608e+18,3.121150559904744960e+18,8.897116645708453575e+01,8.027600491201472469e+06
1.459207317856890063e+00,1.461021932921485189e-01,2.074338246320888416e-05,1.961223476856988723e+00,2.773477224729998336e+18,3.260173056139854336e+18,8.565100448832906466e+01,8.796794326812770218e+06
1.526408164328326045e+00,1.367047208798404245e-01,2.203317245243864177e-05,2.154306554560126319e+00,2.896880260844691968e+18,3.121153873723968000e+18,8.897104315092325066e+01,8.027588271547611803e+06
1.465110448935128540e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
1.463739553981082686e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
1.430116267554680576e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
1.401452393720746592e+00,1.293357666955329277e-01,2.863694740874668773e-05,2.288020672757493656e+00,3.119772393710278144e+18,2.897162275453878784e+18,9.718212672272719033e+01,6.200501122850512154e+06
7.254951063876917683e-01,1.583019052331833543e-01,5.305251237021232452e-05,1.368965040917958564e+00,4.863881134345370624e+18,1.925643029037179904e+18,5.031309457570207400e+01,5.550949255080073141e+06
1.436061085492407852e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
1.336742647580583920e+00,1.497458000392571653e-01,4.448485598747450832e-05,1.790409773659512149e+00,3.553513001627668992e+18,2.524764820247027200e+18,1.064726112303538201e+02,8.181193480907200836e+06
1.091232111943428507e+00,1.295497021870879728e-01,2.194490467369769517e-05,2.150400455786844578e+00,2.882103645628124160e+18,3.132986011251522048e+18,8.868633261092442410e+01,8.299246814212628640e+06
1.055582242231307255e+00,1.383238823018425045e-01,3.217377654655746331e-05,2.628196991811559080e+00,3.232786063998664704e+18,2.843460891878203392e+18,1.000730213152010322e+02,4.636926519993768074e+06
7.223103871278340193e-01,1.918210726349838524e-01,2.327753525004238561e-05,1.750086553732625116e+00,2.824852779148290560e+18,3.210856874800228352e+18,8.981368233232890930e+01,1.310694239644011110e+07
1.211577330430669175e+00,1.528614852404841240e-01,2.625169696570338511e-05,1.857624082162791623e+00,2.889598044563231744e+18,3.126869487306699776e+18,8.867846287737135924e+01,6.860381796920703724e+06
1.551815080926752355e+00,1.368982281294042203e-01,2.204081202973769737e-05,2.158843422854759275e+00,2.895330643472200704e+18,3.122822912050985472e+18,8.893324457185721599e+01,8.047285286805715412e+06
1.447736964955147254e+00,1.367041755857706375e-01,2.203318812106359504e-05,2.154309962393432976e+00,2.896880919226984960e+18,3.121153167534064640e+18,8.897107721665040003e+01,8.027595285015309229e+06
3.507783213992234778e+03,2.163243610310073675e-16,9.800273942417378378e-25,0.000000000000000000e+00,0.000000000000000000e+00,4.479130170376550293e+10,1.527725607039352417e+10,4.768832901179051008e+18
9.531559674952085892e-01,1.814271352686876448e-01,5.055300230748769903e-05,1.454526679686940716e+00,5.150380728089054208e+18,1.744452371362263552e+18,4.789134107994291156e+01,8.876896563568186015e+06
1.416961292295457753e+00,1.387091090501290924e-01,2.165937203132687803e-05,2.126401188923099372e+00,2.841940287487913984e+18,3.181447887253431296e+18,8.670420807049065104e+01,7.505904222032904625e+06
1.323066852573969054e+00,1.413503036043624872e-01,2.215436567479644794e-05,2.203889328518680912e+00,2.887770481655299072e+18,3.129072297541559296e+18,8.870581184349838111e+01,8.057530500043751672e+06
1.449805482437679149e+00,1.382809564751025788e-01,2.204211764039547532e-05,2.180540384440407209e+00,2.880627670052260864e+18,3.138763095735684096e+18,8.844140079656509101e+01,8.081674019801926799e+06
1.379979285835840175e+00,1.726513498606269681e-01,2.687132483778945324e-05,1.670270901337751468e+00,2.961440613532536320e+18,3.054554344826346496e+18,9.469134127236732468e+01,1.214834206057159603e+07
1.034390202675393944e+00,1.358814628205237685e-01,6.352890893513927757e-05,2.141056215854717948e+00,5.343834079621049344e+18,1.503533827456560896e+18,5.976249698834707402e+01,4.992212438680577092e+06
1.494679372892493863e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
7.788598689262532515e-01,1.182728568136414138e-01,2.535408718690031974e-05,1.899419588511700008e+00,2.776357070343428096e+18,3.261405936892653568e+18,8.147030029695245901e+01,3.642232312113062944e+06
1.228231109997575343e+00,1.562778715055698764e-01,2.548829581797694657e-05,1.695371293429533299e+00,2.807569221926461440e+18,3.217196396799695872e+18,8.696682434626846714e+01,7.283064631333378144e+06
1.219863851511357566e+00,1.366148309087498736e-01,3.692269522765128986e-05,1.713720864674496802e+00,3.040849044882604544e+18,2.955203752448084480e+18,1.018269831212718657e+02,5.121387008038084023e+06
1.048928164320789058e+00,1.316471350053538547e-01,5.870352401938536911e-05,1.675966267958407530e+00,5.009975840054356992e+18,1.786355633389877760e+18,5.545231151833357330e+01,3.929955097722349223e+06
1.539752907075263355e+00,1.367046259896739224e-01,2.203314316242624020e-05,2.154296819405247199e+00,2.896880684245771264e+18,3.121153417203340288e+18,8.897104550213886398e+01,8.027581105990492739e+06
1.285818952773793988e+00,1.386148973266407292e-01,2.217128355033731187e-05,2.213018758710552536e+00,2.885099200429453312e+18,3.133898095928378368e+18,8.869835036866702183e+01,8.144608939126408659e+06
1.040115601273145396e+00,1.480496368270754481e-01,3.184257492020112494e-05,1.730863571901159359e+00,2.996671495538708992e+18,3.016951243671628288e+18,8.614235948458365044e+01,5.040295013678383082e+06
1.377640843074388055e+00,1.335820975762702922e-01,2.213355361029220456e-05,2.177594697626943354e+00,2.901061481847801856e+18,3.116655280803846144e+18,8.922898851640287887e+01,8.108822119619137608e+06
1.123166654770355377e+00,1.391364555983668483e-01,1.965664851673690702e-05,1.919029986300828661e+00,2.586375335592061952e+18,3.495847739653444096e+18,7.552039480223459122e+01,4.897129560557199642e+06
7.148964217331978954e-01,1.157457337804315284e-01,2.932748582859141942e-05,2.527898352054323450e+00,3.203824736098895360e+18,2.813622567505044992e+18,9.263598083487552515e+01,4.575789885123443790e+06
9.884118817641789345e-01,1.519620489001594077e-01,2.643489222808798652e-05,1.769055496194576804e+00,2.914298985143383040e+18,3.278223877216573952e+18,8.077618476591439389e+01,5.325797330368207768e+06
1.477613133262903666e+00,1.340244193917849158e-01,2.203675782685050809e-05,2.155121239154955237e+00,2.896959654702017024e+18,3.120788191089254912e+18,8.912096684370719402e+01,8.179800874455400743e+06
1.508877115831211757e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
1.565713559294375834e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
9.298371167079204636e-01,1.338180890526622369e-01,1.864766183375434820e-05,1.745260477686150447e+00,2.505968144072331776e+18,3.608027586531398656e+18,7.292397471783604601e+01,4.881669104456306435e+06
1.060871553930800681e+00,1.341424330510905261e-01,2.930165277835241545e-05,2.275233289750477006e+00,2.971300219199686144e+18,3.027145070604197376e+18,8.974073420465272477e+01,3.634313764736740850e+06
1.356114691983485887e+00,1.473711856185313807e-01,2.503110364992658452e-05,1.886691354625828376e+00,3.516819837021164544e+18,2.137067350818252288e+18,4.922819412271755368e+01,7.297202786351769231e+06
1.472609022852802596e+00,1.367046543141969828e-01,2.203318421492761112e-05,2.154310409179847507e+00,2.896880001143074816e+18,3.121154156035514880e+18,8.897103862118356687e+01,8.027590092517175712e+06
8.006756235533655230e-01,1.624613271582160956e-01,2.422851225793027011e-05,1.550729062854564910e+00,2.669347280724890112e+18,3.388108825450142208e+18,8.117060297045858874e+01,6.750029374334082939e+06
1.410519890593599390e+00,1.295571467075264105e-01,2.188312744185723173e-05,2.111862994075790922e+00,2.895995250532959232e+18,3.122129224143124992e+18,8.894149945638541510e+01,8.126059508196349256e+06
6.645146179882839288e-01,2.137795798714281492e-01,7.277101551753373525e-05,1.218656335008833302e+00,3.406395813922048512e+18,1.160322037585671424e+18,6.991568921226506461e+01,1.274226661738840863e+07
1.167000101102113163e+00,1.619260535659548528e-01,1.997189835814027747e-05,1.856437393577661688e+00,2.693130288620256768e+18,3.368738406056407552e+18,8.057498606327617097e+01,8.972950838360155001e+06
1.379854694818217542e+00,1.361856241602159290e-01,3.748742946433354352e-05,2.016719994726143383e+00,3.258078649425740288e+18,2.779886192547668992e+18,1.030670182361092486e+02,5.431582249858602881e+06
1.238196167971642003e+00,1.415909326360180742e-01,2.199546206608526909e-05,2.195694243875406571e+00,2.862082801264466432e+18,3.159099500757857280e+18,8.771765343279643901e+01,7.939276937055214308e+06
1.451079740973262089e+00,1.365923271022516372e-01,2.211707634963016206e-05,2.180861654015461504e+00,2.894170718458893312e+18,3.124075976593630720e+18,8.893234115835035425e+01,8.034081582636119798e+06
1.120400802039565269e+00,1.509856475880179127e-01,2.656122633434558852e-05,1.905382951361978661e+00,2.919327254922752000e+18,3.140896632415465472e+18,8.889347475442585278e+01,6.691004163049594499e+06
5.533780549063428422e-01,1.365946608821991259e-01,6.863131127894603345e-05,1.618594457267500619e+00,4.664958787122485248e+18,1.930729881742201856e+18,6.508179451891879808e+01,2.977595422359063290e+06
1.093576100194763923e+00,1.354490525742442220e-01,1.964639021356398378e-05,1.818978367743804725e+00,2.630661527198493184e+18,3.455016244480544256e+18,7.712114595522903926e+01,6.177475421560104005e+06
1.143336738256803375e+00,1.214642119102968681e-01,2.164061832901137126e-05,2.056218703740787745e+00,2.886280815362924544e+18,3.132632128106618880e+18,8.855048943895471325e+01,8.029357716810924001e+06
4.818102681745024540e-01,1.635446110775020667e-01,5.895757286461714408e-05,2.902051692456554477e+00,2.849904206519880704e+18,2.013314409691524864e+18,1.383564018090538923e+02,3.463035298795432318e+06
1.477027093214981379e+00,1.367057686500117997e-01,2.203320358398475393e-05,2.154316446707241983e+00,2.896879464655878144e+18,3.121154733103036928e+18,8.897100939392015562e+01,8.027576062495827675e+06
1.505536880531479493e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
8.717442585887299478e-01,1.232391376760618856e-01,2.052657406252906974e-05,1.927723344394285165e+00,2.753729310811595776e+18,3.281414575457702912e+18,8.187850509726855819e+01,6.854771028451953083e+06
1.507184186993101083e+00,1.367062309919937768e-01,2.203322975595377843e-05,2.154328775567060816e+00,2.896875527678873600e+18,3.121158973206133248e+18,8.897089290268945661e+01,8.027587851998373866e+06
9.164540565691335905e-01,1.329766430778949182e-01,3.348011157572963758e-05,2.839769381559570149e+00,3.346808843149794304e+18,2.773715203011689472e+18,9.777230854632999524e+01,3.572927643084865529e+06
7.452594864442928513e-01,1.182015622395524157e-01,2.138385979637569956e-05,2.014476533156093652e+00,2.864285875190103040e+18,3.233135586773519872e+18,8.825032652574138581e+01,7.754971565551591106e+06
1.058683918817793224e+00,1.316844681960508967e-01,2.143700099315556820e-05,2.079363755517657175e+00,2.829758739806641152e+18,3.190043241812158976e+18,8.641090096117100927e+01,8.068386792283100076e+06
1.481174095767546106e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
2.309077470521008308e+03,3.341130444577985514e+01,0.000000000000000000e+00,2.545432946078771238e+03,8.431587552470209280e+17,1.072072855372339610e+19,5.113017684579141786e+01,6.529283241532936692e+07
7.697601633239259389e-01,1.161460333085967828e-01,2.205893828085874126e-05,2.119949043024128787e+00,2.925384175622705152e+18,3.090741737776111616e+18,9.031369034290518982e+01,8.352021425372859463e+06
1.243610311606915930e+00,1.588948425468926784e-01,3.876831767031405042e-05,1.648747284628125920e+00,3.145864769775140864e+18,3.002115800667075584e+18,1.071731022001327602e+02,6.823992975553703494e+06
1.242708600340142855e+00,1.591232635244731186e-01,2.570888731651523127e-05,1.775800044096744523e+00,2.831322288241601536e+18,3.271663424483880960e+18,9.289782335227390320e+01,7.841271257540691644e+06
1.420847951642912887e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
1.394584848661746701e+00,1.382020421100011998e-01,2.221818618347397900e-05,2.201521480125063324e+00,2.901631842651463680e+18,3.115986334492699648e+18,8.921389130866273831e+01,8.057212694533917122e+06
1.253738575146855716e+01,6.281424348001900398e+03,1.079803670273704540e-42,3.404790044915892752e-28,1.037735036642854110e+52,8.715458228878193001e-16,3.349436528805270198e+35,1.524312377244852260e-02
7.724066115908527763e-01,2.090389793139002528e-01,1.980798614027814194e-05,1.689945259601462357e+00,2.787999880018008064e+18,3.061702952334718976e+18,7.959702997824365411e+01,2.139056003483922780e+07
1.056736039101013658e+00,1.330332259062296518e-01,2.675605352503438976e-05,1.690498788355244697e+00,2.948309673750618624e+18,3.169101857352151040e+18,9.068391371669599721e+01,7.186199158719450235e+06
1.501936328690545386e+00,1.365070617905018435e-01,2.204868581927113422e-05,2.161531500557022145e+00,2.895079971850575872e+18,3.123094577169852416e+18,8.894048224042437312e+01,8.038407828561631963e+06
1.413344329227716134e+00,1.367042926283779380e-01,2.203321051493970601e-05,2.154312968824710683e+00,2.896878977855374336e+18,3.121155258943650304e+18,8.897102068308828393e+01,8.027597750126962550e+06
1.545327707235660153e+00,1.367035799818681618e-01,2.203308010149232745e-05,2.154278359532848519e+00,2.896881044654438912e+18,3.121151873251993088e+18,8.897102940710453822e+01,8.027566402348570526e+06
8.189436420622221435e-01,2.175747676349153448e-01,6.577431018101623185e-05,1.294297729389572105e+00,4.896090192492322816e+18,1.525000616737557504e+18,6.301509024820574467e+01,1.546390711452111788e+07
1.006323567156851784e+00,1.439741853428560536e-01,2.227558464299609020e-05,2.245458511249873723e+00,2.884429171575911936e+18,3.134627013302699520e+18,8.857037489371153072e+01,8.011175512463187799e+06
8.199949177032015424e-01,1.993432604336030645e-01,1.899516128502643495e-05,1.677112927718513724e+00,2.628162222277361152e+18,3.433527286072919040e+18,8.322566640205390343e+01,1.445214171984783001e+07
1.013900541423228496e+00,1.531525707957012705e-01,5.226701629215754362e-05,1.584333609638947760e+00,3.490349594197181952e+18,2.816293362864151552e+18,1.108524150741832983e+02,5.385196437930320390e+06
9.689285203914274689e+02,2.249365579607335204e-07,3.031373576426483751e-13,6.147871925172565971e-07,0.000000000000000000e+00,1.016792323402019141e+13,1.178644008568567596e+07,9.612438050732148986e+04
1.537895307411015544e+00,1.367015609615815919e-01,2.203305299320550042e-05,2.154262540134051829e+00,2.896886245344067584e+18,3.121147426643782144e+18,8.897123511911041760e+01,8.027593862552148290e+06
1.332589104638283395e+00,1.333177111187563435e-01,2.135902927134355483e-05,2.118569691272020439e+00,2.788167445933243904e+18,3.242608069349599744e+18,8.104462030328460287e+01,5.525157045987465419e+06
1.086874925087623289e+00,1.528486464347362794e-01,3.484730108808343422e-05,3.475996271291704076e+00,3.432609124969927168e+18,2.495884627653753344e+18,1.016250791012516999e+02,4.112088802363034338e+06
9.896206935109167491e-01,1.394777823991964760e-01,5.423151760130083955e-05,1.863779911135606371e+00,5.022452140868605952e+18,1.760681688018514432e+18,5.086236386118724795e+01,3.706582542844034266e+06
1.532749686595739291e+00,1.367050319214350163e-01,2.203318856761446559e-05,2.154309816546501111e+00,2.896879776197204992e+18,3.121154399777887232e+18,8.897107462152176538e+01,8.027621394398299046e+06
9.112034154797534757e-01,1.750724616707522163e-01,1.990743371854233052e-05,1.838065222146173738e+00,2.693438750991369728e+18,3.378161487391358464e+18,8.189534625421049441e+01,1.022321051939752884e+07
1.075491629349371259e+00,1.339104752622267414e-01,1.983265224022650534e-05,1.870551350386104872e+00,2.654943720165916160e+18,3.319107022431553024e+18,7.950683245509172536e+01,6.981473424353716895e+06
1.172165213671610307e+00,1.359741302124480578e-01,5.849157395520196195e-05,1.968601237074265153e+00,3.624957900850962944e+18,2.516078909094509056e+18,1.238401706840554084e+02,4.542135444732542150e+06
8.942357728087535484e-01,1.447777878443310962e-01,2.780560542982509427e-05,3.915503779652733218e+00,1.163189021507334912e+18,1.816764105869469184e+18,1.891654520772933665e+02,4.376435695294714533e+06
1.491435892914838801e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
1.275619985943922119e+00,1.501302173397074113e-01,1.993803916335891435e-05,1.822266995788809574e+00,2.711352688652386816e+18,3.335418168573833728e+18,8.099144947899876001e+01,9.020786283571878448e+06
5.062007623590468741e-01,2.317001803854780162e-01,4.308451811869309364e-05,1.331408218623625794e+00,4.420971986662820864e+18,2.043025011029844480e+18,5.839306198889008215e+01,1.601227962252443470e+07
1.489012145017230448e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
1.445796368973497392e+00,1.400416311565287619e-01,2.212817585189016039e-05,2.188514836933781016e+00,2.892759861335060992e+18,3.124449220142329856e+18,8.889535929103929845e+01,8.033218373710484244e+06
1.440616739007722247e+00,1.391077586505513053e-01,2.212054076919058092e-05,2.179864945634849782e+00,2.896911460419100160e+18,3.121117274565948928e+18,8.901021451198346313e+01,8.053694219378307462e+06
7.630067037748113901e-01,1.903608419855036260e-01,2.400266047505815098e-05,1.603524221005294459e+00,2.644635948334576640e+18,3.418607101842428416e+18,9.138626406987950190e+01,1.008285889891180582e+07
7.296348133072905284e+02,2.510216278432414683e+00,8.386564510552081092e-08,2.049001814670490529e-01,5.889251770903016899e+20,1.535009448740742800e+16,1.895653576030610566e+04,1.782353701721987221e+06
1.239270679128291697e+00,1.467390546631919535e-01,2.602586354725793777e-05,1.893617201954149731e+00,2.856253317846426624e+18,3.102777047809549312e+18,9.033118791949975446e+01,7.225191679688324220e+06
1.285778406102437099e+00,1.269685861102803071e-01,2.191757775541346124e-05,2.120837981073925960e+00,2.896696043747723264e+18,3.121362108477942272e+18,8.912960238250232692e+01,8.263232529605034739e+06
1.486422643859955928e+00,1.367043386771023550e-01,2.203318672997134334e-05,2.154307943120465030e+00,2.896880538867036672e+18,3.121153577359637504e+18,8.897106405845399024e+01,8.027596174442174844e+06
5.982992555426430714e-01,1.591452806014529431e-01,6.709026305048854653e-05,2.560962816589551938e+00,2.777698427084722688e+18,1.972549808836004608e+18,1.424303205121927363e+02,3.083954216603359208e+06
1.009165973280789386e+00,1.654390186959138753e-01,2.919219783459500018e-05,1.628585842046866627e+00,3.966226273209886720e+18,2.287325287924396288e+18,5.294108850938483357e+01,1.049371476161122322e+07
1.105249555612923595e+00,1.751329703915412705e-01,1.846039319026509544e-05,1.639971358230009724e+00,2.545924400361354240e+18,3.529486378957522432e+18,8.046438267365167007e+01,1.101654451365176588e+07
7.026681397604233048e-01,1.465042974337168180e-01,2.238097215630372304e-05,2.285495341420969329e+00,2.879366601007044608e+18,3.139768892646021632e+18,8.823745872106616162e+01,7.873643714861948974e+06
2.779914904334354020e+01,7.071436537868497348e+22,3.047957441959792551e-48,1.590319327121169019e-12,1.052870586151525389e+58,8.586000857396252508e-22,9.678695725427518854e+40,2.309340659436531280e-08
1.436496971187007032e+00,1.367046052186843275e-01,2.203321697309790924e-05,2.154316430163239815e+00,2.896882359378302976e+18,3.121151616183923712e+18,8.897112804246127382e+01,8.027581654594674706e+06
1.196731241554803038e+00,1.325995057972690350e-01,2.199689293198616162e-05,2.171408677302131718e+00,2.878323121360451072e+18,3.141279743186887168e+18,8.830196618454873203e+01,8.026666800140013918e+06
1.459207799495507052e+00,1.367039740000000059e-01,2.203348929999999638e-05,2.154327830000000166e+00,2.896842260000006656e+18,3.121194819999997440e+18,8.896987599999999929e+01,8.027625430000000633e+06
1.507592274920278141e+00,1.367008278091785822e-01,2.203302764970430750e-05,2.154247031093033726e+00,2.896891327210771968e+18,3.121141960322191360e+18,8.897139434635695920e+01,8.027583471957621165e+06
1.340021819039202144e+00,1.399200275061478482e-01,2.159478144020437795e-05,2.160443682414256994e+00,2.806846327497695744e+18,3.244223947367328768e+18,8.315451728862298353e+01,6.133620029572300613e+06
9.667402381901339936e-01,1.539332972041223546e-01,7.051790072448400144e-05,1.664340140862021311e+00,5.421396485190010880e+18,1.600040498465329664e+18,6.717139300588472395e+01,8.402849114258592948e+06
3.131856906917545302e+01,2.617161369915067843e-88,1.609621628730395782e+240,1.880044001073302939e+186,7.623650460333601629e-223,1.153195719945444290e+259,4.237989388583471819e-238,2.366951749753614313e+125
1.271321462172931183e+00,1.441738404827611619e-01,2.214382508879909683e-05,2.215368367619551471e+00,2.878224583116054016e+18,3.141382895010675712e+18,8.831041676163924592e+01,7.983296211094256490e+06
1.229448469992327375e+00,1.730248446618672942e-01,1.962315405526285158e-05,1.633364376097242499e+00,2.796273568216230400e+18,3.919404703849127424e+18,9.184969338173425513e+01,1.236535611230106838e+07
8.550150056764975748e-01,1.620308871344593449e-01,4.906719545979718148e-05,1.804856899850300733e+00,5.574132402733750272e+18,1.624135451565222144e+18,4.608056032601248120e+01,8.366873510781222954e+06
6.088819923639702258e-01,1.397169709446826336e-01,1.944607566872343335e-05,1.652197616352017784e+00,2.742723507322379776e+18,3.289803752709484032e+18,7.041220938954496944e+01,8.042147303963387385e+06
1.073253429769007283e+00,1.530764159007626246e-01,1.859737616518658003e-05,1.672859425175409198e+00,2.549269701615093248e+18,3.546716332792065536e+18,7.677278784870327399e+01,7.627403480890916660e+06
1.163602706858390290e+00,1.361451526992811800e-01,3.233047718491301355e-05,2.045758720376519513e+00,3.040129052140913664e+18,2.756678152712775680e+18,8.589152805746276442e+01,4.253215810595654882e+06
1.495571043816743551e+00,1.367044007979718312e-01,2.203317321144168420e-05,2.154305955845134513e+00,2.896880755108320256e+18,3.121153344283652608e+18,8.897106309986594397e+01,8.027590856722848490e+06
