lamb, beta, k, delta, p, c, K
-2.606825005123829531e+00,-4.934345508377249168e+00,3.607561699747641182e-01,2.058023921931548372e+00,9.105327893412845652e-01,1.209447073885759338e-01,4.767840060099503025e+06
-2.606825005123829531e+00,-4.934345508377249168e+00,3.607561699747641182e-01,2.058023921931548372e+00,9.105327893412845652e-01,1.209447073885759338e-01,4.767840060099503025e+06
-2.606825005123829531e+00,-4.934345508377249168e+00,3.607561699747641182e-01,2.058023921931548372e+00,9.105327893412845652e-01,1.209447073885759338e-01,4.767840060099503025e+06
-2.657058567598402199e+00,-4.952188291058329916e+00,3.184182125632233351e-01,2.040331162323497871e+00,9.167926587750744316e-01,1.188331368276296235e-01,4.767840060099503025e+06
-2.660610938396977598e+00,-4.954866182129027408e+00,4.329872628879858354e-01,2.033988930077516244e+00,8.830456768452104033e-01,6.085270957845645423e-02,4.767840060099503025e+06
-2.660610938396977598e+00,-4.954866182129027408e+00,4.329872628879858354e-01,2.033988930077516244e+00,8.830456768452104033e-01,6.085270957845645423e-02,4.767840060099503025e+06
-2.563229447629598923e+00,-4.888696299771076781e+00,2.494755127183705401e-01,2.200233811339359136e+00,9.478515231165529631e-01,1.644193749972033824e-02,4.767840060099503025e+06
-2.256473336556263476e+00,-5.239639381089824077e+00,1.738705019677742047e-01,1.850062561578189158e+00,1.034225536548656788e+00,7.375058154942371047e-02,4.767840060099503025e+06
-2.257725364199352658e+00,-5.276725322291483167e+00,2.990511683320300484e-01,1.779431900149179846e+00,1.009195754281043023e+00,1.044759061649743193e-01,4.767840060099503025e+06
-2.283762869146068741e+00,-5.282430402560395422e+00,3.384839201314082668e-01,1.763820019806923822e+00,1.000085692269010673e+00,1.048851862670563406e-01,4.767840060099503025e+06
-2.253107721062536317e+00,-5.296486277822216593e+00,3.571178558690644156e-01,1.740585939428334727e+00,1.004166942239772542e+00,1.284242242240360987e-01,4.767840060099503025e+06
-2.341156491784001759e+00,-5.251309572311036789e+00,3.396425088871160014e-01,1.838550382876397382e+00,1.016637143183705128e+00,4.989989181503395876e-02,4.767840060099503025e+06
-2.321958562142724780e+00,-5.169012325495536686e+00,2.213954038818317649e-01,1.787901831024762522e+00,9.154236649318789887e-01,8.676704564648018980e-02,4.767840060099503025e+06
-2.292491272500683408e+00,-5.260455354845975151e+00,3.400445533452881586e-01,1.504610875209823284e+00,8.140035430316788778e-01,2.384512293438270092e-01,4.767840060099503025e+06
-2.087650705268029316e+00,-5.271551200682640825e+00,1.459868181979566970e-01,1.489752510440709887e+00,8.546330584667000130e-01,2.248818831985681665e-01,4.767840060099503025e+06
-2.081319205190310662e+00,-5.268468583686751749e+00,1.330772784180995760e-01,1.498536008391336161e+00,8.599591332819043199e-01,2.238696247284665264e-01,4.767840060099503025e+06
-2.674913959374476402e+00,-5.433600544360689177e+00,4.750357235281166268e-01,1.446526816222916567e+00,9.137901694978131095e-01,2.475615465624079192e-01,4.767840060099503025e+06
-1.041358149281093493e+00,-5.865777627720844656e+00,2.044915941303475648e+00,1.545880374550652636e+00,1.008082137307738435e+00,4.686839382469987214e-02,4.767840060099503025e+06
-1.041358149281093493e+00,-5.865777627720844656e+00,2.044915941303475648e+00,1.545880374550652636e+00,1.008082137307738435e+00,4.686839382469987214e-02,4.767840060099503025e+06
-1.041358149281093493e+00,-5.865777627720844656e+00,2.044915941303475648e+00,1.545880374550652636e+00,1.008082137307738435e+00,4.686839382469987214e-02,4.767840060099503025e+06
-1.060738962037237387e+00,-5.787245483342597474e+00,2.044725205754219566e+00,1.562896331977558839e+00,1.006170177735578264e+00,1.154247809241210065e-01,4.767840060099503025e+06
-1.060738962037237387e+00,-5.787245483342597474e+00,2.044725205754219566e+00,1.562896331977558839e+00,1.006170177735578264e+00,1.154247809241210065e-01,4.767840060099503025e+06
-1.060738962037237387e+00,-5.787245483342597474e+00,2.044725205754219566e+00,1.562896331977558839e+00,1.006170177735578264e+00,1.154247809241210065e-01,4.767840060099503025e+06
-1.191524135570013465e+00,-5.614715327199453654e+00,2.087132659376893073e+00,1.636803816585664428e+00,9.124083324854067589e-01,1.154476694723076402e-01,4.767840060099503025e+06
-1.191524135570013465e+00,-5.614715327199453654e+00,2.087132659376893073e+00,1.636803816585664428e+00,9.124083324854067589e-01,1.154476694723076402e-01,4.767840060099503025e+06
-1.191524135570013465e+00,-5.614715327199453654e+00,2.087132659376893073e+00,1.636803816585664428e+00,9.124083324854067589e-01,1.154476694723076402e-01,4.767840060099503025e+06
-1.128797136795998801e+00,-5.663629245558035485e+00,2.087806407076171045e+00,1.601574511141766077e+00,9.144281853895521728e-01,1.000716453867143141e-01,4.767840060099503025e+06
-1.125343453993809195e+00,-5.673383401564646711e+00,2.095125462339621158e+00,1.607820273084998419e+00,9.254361101313954840e-01,9.972104605644666053e-02,4.767840060099503025e+06
