lamb, beta, k, delta, p, c, K
9.374423597731225133e-01,-4.329611587770925141e+00,1.028306418726687266e+00,1.291673287404241810e+00,5.761171244044411832e-01,1.356699488367005602e+00,5.142701720558476634e+06
7.539781130358442773e-01,-4.440569398359547115e+00,1.551215146761915520e+00,6.018004252594253423e-01,3.947630397325020413e-01,1.786109049941499549e+00,5.142701720558476634e+06
7.539781130358442773e-01,-4.440569398359547115e+00,1.551215146761915520e+00,6.018004252594253423e-01,3.947630397325020413e-01,1.786109049941499549e+00,5.142701720558476634e+06
7.259765514161611311e-01,-4.382095945824231009e+00,1.613563419537414001e+00,4.549801020220078929e-01,3.170904105041709165e-01,1.746358166881016416e+00,5.142701720558476634e+06
6.439113286724298391e-01,-4.502094254222591019e+00,1.658101370442371714e+00,4.346833697456273793e-01,3.750931998352203811e-01,1.713625021445095875e+00,5.142701720558476634e+06
8.148079840021370535e-01,-4.527340665244718565e+00,1.503447301251475077e+00,4.842678392031112278e-01,4.359785901485030979e-01,1.704341772061864546e+00,5.142701720558476634e+06
8.052534661083425860e-01,-4.520484871004525118e+00,1.644786376570787301e+00,5.690814360540831229e-01,3.894640570220437858e-01,1.592804194402788642e+00,5.142701720558476634e+06
8.374513393029644481e-01,-4.510601065457538361e+00,1.601620913687212155e+00,4.985279225255738744e-01,3.793177574818865638e-01,1.798180437956984790e+00,5.142701720558476634e+06
7.019636676018998767e-01,-3.834530653189975435e+00,2.367519642947928382e+00,4.465479067519783074e-01,-4.323247287940199524e-01,1.607070399045682052e+00,5.142701720558476634e+06
6.215951756245057247e-01,-4.213223029763748073e+00,2.079303606651491165e+00,2.832764542344731185e-01,-1.633236701031455240e-01,1.613268190276575975e+00,5.142701720558476634e+06
6.083560587032077471e-01,-4.195392872145312424e+00,2.084637523849576901e+00,3.160746981153927937e-01,-1.713197631379562158e-01,1.545333045781531300e+00,5.142701720558476634e+06
6.501203355467658485e-01,-4.074971681023091818e+00,2.206055593553112981e+00,2.926002787363353175e-01,-3.214480975219175529e-01,1.557030550735160723e+00,5.142701720558476634e+06
-1.253365005419073919e+00,-6.566100233165907518e+00,2.243722190550306195e+00,1.202993750291465602e+00,1.445135831716556130e+00,-7.262133228104622473e-02,5.142701720558476634e+06
-1.014200636976633429e+00,-5.626214727589079700e+00,1.822781953683534129e+00,2.116867446172023826e+00,1.416727974192713901e+00,1.075896107420081238e-01,5.142701720558476634e+06
-2.283572962797619343e+00,-6.525328582532255339e+00,1.337552674674915565e+00,1.592969931487228319e+00,1.754728083988285281e+00,4.896995177813806555e-02,5.142701720558476634e+06
-1.643968384629447499e+00,-5.900939353071225746e+00,1.852622610957574301e+00,1.755360963390133477e+00,1.445494138986407329e+00,1.074673468830801559e-01,5.142701720558476634e+06
-2.555056550862856213e+00,-6.009494470575040381e+00,1.866276341465772148e+00,1.807501229581247593e+00,1.699183881761583415e+00,2.848331291294501355e-01,5.142701720558476634e+06
-2.179138422368001038e+00,-5.752745416152013291e+00,2.025186291201729549e+00,1.816024294327065247e+00,1.445818798831965735e+00,1.391376588251797553e-01,5.142701720558476634e+06
-2.179138422368001038e+00,-5.752745416152013291e+00,2.025186291201729549e+00,1.816024294327065247e+00,1.445818798831965735e+00,1.391376588251797553e-01,5.142701720558476634e+06
-2.231871673720081439e+00,-5.780163699602691274e+00,2.036121605779604771e+00,1.809756429118476895e+00,1.466449175036321995e+00,1.433531117452757353e-01,5.142701720558476634e+06
-2.231871673720081439e+00,-5.780163699602691274e+00,2.036121605779604771e+00,1.809756429118476895e+00,1.466449175036321995e+00,1.433531117452757353e-01,5.142701720558476634e+06
-2.231871673720081439e+00,-5.780163699602691274e+00,2.036121605779604771e+00,1.809756429118476895e+00,1.466449175036321995e+00,1.433531117452757353e-01,5.142701720558476634e+06
-2.153107821851303783e+00,-5.763805031001059120e+00,2.018155435947469378e+00,1.775137762721888945e+00,1.439465106809602712e+00,1.700621925054828232e-01,5.142701720558476634e+06
-2.153107821851303783e+00,-5.763805031001059120e+00,2.018155435947469378e+00,1.775137762721888945e+00,1.439465106809602712e+00,1.700621925054828232e-01,5.142701720558476634e+06
-2.955913805168335795e+00,-5.581301255567611364e+00,2.314571565744289128e+00,2.225417062232209808e+00,1.523905743124434053e+00,-5.407729639736658100e-02,5.142701720558476634e+06
-2.829499655792516055e+00,-5.549601307045901599e+00,2.269164781174766166e+00,2.231958508572836841e+00,1.476419607413434143e+00,-1.042335898379275205e-01,5.142701720558476634e+06
-2.682441567963799400e+00,-6.204925470685139999e+00,2.400841580220237415e+00,2.219522826423641071e+00,1.970871306378950916e+00,-2.136702719169293330e-01,5.142701720558476634e+06
-1.869279130810961087e+00,-5.638374273567678507e+00,1.851782544531572539e+00,1.970790157246312235e+00,1.171823768673435628e+00,-4.658169685649577452e-01,5.142701720558476634e+06
-1.017623249077189262e+00,-5.607433716010448599e+00,1.541767029762626029e+00,1.837675879944419499e+00,1.042377096956848881e+00,-5.317511368563621055e-01,5.142701720558476634e+06
-1.671265773405569144e+00,-5.355780547872674546e+00,2.063255122166939959e+00,1.798641815312768122e+00,8.748217887564417872e-01,1.928881333053373281e-01,5.142701720558476634e+06
-1.240815217786007896e+00,-5.159319388767587888e+00,1.989213042505086015e+00,1.772418274356903467e+00,7.022776140831239466e-01,1.179831102971958812e-01,5.142701720558476634e+06
-1.240815217786007896e+00,-5.159319388767587888e+00,1.989213042505086015e+00,1.772418274356903467e+00,7.022776140831239466e-01,1.179831102971958812e-01,5.142701720558476634e+06
-1.154823117146656308e+00,-5.395286105722465919e+00,2.151098456693770977e+00,2.026244237670612236e+00,1.103005582727763834e+00,5.956814619982137016e-02,5.142701720558476634e+06
-1.186588781705006923e+00,-5.800523768058733154e+00,2.574595313853816236e+00,1.706571559371171443e+00,1.172387766823627997e+00,-1.743021435690350618e-02,5.142701720558476634e+06
-7.541433396151446811e-01,-5.485940221439087772e+00,2.506496637363927693e+00,1.586344607862010259e+00,8.278196725373447862e-01,1.626157134929540060e-02,5.142701720558476634e+06
-2.463268619614821242e-01,-5.053553386707406503e+00,2.264590658426647973e+00,1.958156829132235988e+00,8.713493881147340581e-01,8.218153269902783720e-02,5.142701720558476634e+06
2.224320868737266754e-01,-4.554317160137538067e+00,1.968208073907933509e+00,1.981324261000778408e+00,5.418790870985763508e-01,1.646057442641994939e-01,5.142701720558476634e+06
8.082391351875626295e-01,-3.775320989299163266e+00,1.617667838508437761e+00,2.049139519655771124e+00,2.001605140766222757e-01,6.578454079313014180e-01,5.142701720558476634e+06
9.112156214920731356e-01,-3.996249327212622937e+00,1.365712246168228949e+00,2.288446521536917189e+00,3.845199163787683672e-01,3.278220246598859688e-01,5.142701720558476634e+06
8.833329041024107209e-01,-4.264787278465267839e+00,1.242281584469230538e+00,2.156155207810783736e+00,3.828069548426785706e-01,5.356993375396978951e-02,5.142701720558476634e+06
4.724586570940279007e-01,-4.497104067790204773e+00,2.025971330148649052e+00,1.962019895953239557e+00,2.815360285536907536e-01,-4.353934846696635441e-01,5.142701720558476634e+06
6.045866680427828266e-01,-4.972090177014190537e+00,2.116046024461573083e+00,1.557214019259440363e+00,3.957145647240933317e-01,-1.671309559594592042e-01,5.142701720558476634e+06
6.192171620640185559e-01,-5.266668770310936942e+00,1.954283588016626272e+00,1.785916785937395446e+00,5.556141017764757439e-01,-4.716301612656382813e-01,5.142701720558476634e+06
2.167059874245337303e-01,-5.366803251502611616e+00,2.214682142347419891e+00,1.729695816901780203e+00,8.202124769871400600e-01,-2.600608069054116678e-01,5.142701720558476634e+06
3.817628967138563256e-01,-5.718726501060966250e+00,2.970705593849300996e+00,1.587588161289629873e+00,9.258569212480460831e-01,-2.509799812790186602e-01,5.142701720558476634e+06
3.849052356769927519e-01,-5.771968126995854043e+00,2.984210309668881678e+00,1.566207972608695043e+00,9.278058352814475551e-01,-2.878585648156801735e-01,5.142701720558476634e+06
4.674100164064609597e-02,-5.837075479269677736e+00,2.985991325576216049e+00,1.399399841230636321e+00,8.021947152331901920e-01,-5.904776386960387535e-01,5.142701720558476634e+06
-1.797014688832226925e-01,-5.554310785956030116e+00,2.368985972193545564e+00,1.854961101887507402e+00,1.008307609826127660e+00,-5.169065298812965947e-01,5.142701720558476634e+06
1.236868298322158222e-01,-5.168140889201102262e+00,1.889457237071925810e+00,2.624655335529736178e+00,1.176984551751731223e+00,-6.734632471784407493e-01,5.142701720558476634e+06
2.729110407526977311e-01,-5.176183634881727613e+00,1.770547073171983898e+00,2.701691697645081547e+00,1.306297034669924528e+00,-6.004359493460861286e-01,5.142701720558476634e+06
2.737397544641198555e-01,-5.176850803547354829e+00,1.768356187672889934e+00,2.704951343658849705e+00,1.310155096694085364e+00,-5.996198578151779035e-01,5.142701720558476634e+06
