lamb, beta, k, delta, p, c, K
-8.306754698200057296e-01,-5.736505160370061418e+00,7.530984289952682431e+00,8.097034674509485441e+00,7.500085120233820568e+00,-2.417474494753306669e-01,5.142701720558476634e+06
-8.306754698200057296e-01,-5.736505160370061418e+00,7.530984289952682431e+00,8.097034674509485441e+00,7.500085120233820568e+00,-2.417474494753306669e-01,5.142701720558476634e+06
-8.306754698200057296e-01,-5.736505160370061418e+00,7.530984289952682431e+00,8.097034674509485441e+00,7.500085120233820568e+00,-2.417474494753306669e-01,5.142701720558476634e+06
-8.306754698200057296e-01,-5.736505160370061418e+00,7.530984289952682431e+00,8.097034674509485441e+00,7.500085120233820568e+00,-2.417474494753306669e-01,5.142701720558476634e+06
-8.306754698200057296e-01,-5.736505160370061418e+00,7.530984289952682431e+00,8.097034674509485441e+00,7.500085120233820568e+00,-2.417474494753306669e-01,5.142701720558476634e+06
-8.306754698200057296e-01,-5.736505160370061418e+00,7.530984289952682431e+00,8.097034674509485441e+00,7.500085120233820568e+00,-2.417474494753306669e-01,5.142701720558476634e+06
-8.306754698200057296e-01,-5.736505160370061418e+00,7.530984289952682431e+00,8.097034674509485441e+00,7.500085120233820568e+00,-2.417474494753306669e-01,5.142701720558476634e+06
-8.306754698200057296e-01,-5.736505160370061418e+00,7.530984289952682431e+00,8.097034674509485441e+00,7.500085120233820568e+00,-2.417474494753306669e-01,5.142701720558476634e+06
-8.306754698200057296e-01,-5.736505160370061418e+00,7.530984289952682431e+00,8.097034674509485441e+00,7.500085120233820568e+00,-2.417474494753306669e-01,5.142701720558476634e+06
-8.306754698200057296e-01,-5.736505160370061418e+00,7.530984289952682431e+00,8.097034674509485441e+00,7.500085120233820568e+00,-2.417474494753306669e-01,5.142701720558476634e+06
-7.279931662462222342e-01,-5.776583329431429270e+00,7.499079938256119071e+00,8.088519023838305344e+00,7.246911785550551599e+00,8.508824526072365779e-02,5.142701720558476634e+06
-7.279931662462222342e-01,-5.776583329431429270e+00,7.499079938256119071e+00,8.088519023838305344e+00,7.246911785550551599e+00,8.508824526072365779e-02,5.142701720558476634e+06
-7.279931662462222342e-01,-5.776583329431429270e+00,7.499079938256119071e+00,8.088519023838305344e+00,7.246911785550551599e+00,8.508824526072365779e-02,5.142701720558476634e+06
-7.279931662462222342e-01,-5.776583329431429270e+00,7.499079938256119071e+00,8.088519023838305344e+00,7.246911785550551599e+00,8.508824526072365779e-02,5.142701720558476634e+06
-7.279931662462222342e-01,-5.776583329431429270e+00,7.499079938256119071e+00,8.088519023838305344e+00,7.246911785550551599e+00,8.508824526072365779e-02,5.142701720558476634e+06
-7.279931662462222342e-01,-5.776583329431429270e+00,7.499079938256119071e+00,8.088519023838305344e+00,7.246911785550551599e+00,8.508824526072365779e-02,5.142701720558476634e+06
-6.064228785759706586e-01,-5.736608333705224716e+00,7.420393415083445632e+00,8.079576759328054081e+00,6.815332637328109122e+00,4.033963174921403327e-01,5.142701720558476634e+06
-4.299131603236291399e-01,-5.799529962503995328e+00,7.437863329752733677e+00,8.164915648816707616e+00,6.686262015644126144e+00,5.549522450042914112e-01,5.142701720558476634e+06
-4.299131603236291399e-01,-5.799529962503995328e+00,7.437863329752733677e+00,8.164915648816707616e+00,6.686262015644126144e+00,5.549522450042914112e-01,5.142701720558476634e+06
-4.299131603236291399e-01,-5.799529962503995328e+00,7.437863329752733677e+00,8.164915648816707616e+00,6.686262015644126144e+00,5.549522450042914112e-01,5.142701720558476634e+06
